number,player,team_name,team_abbr,season,position,nationality,age,height,weight,shoots,catches,experience,birth_date,height_ft,height_cm,season_short,link
61,Xavier Ouellet,Montreal Canadiens,MTL,2020-21,D,fr,27,6-1,193,L,-,7,"July 29, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/o/ouellxa01.html
94,Corey Perry,Montreal Canadiens,MTL,2020-21,RW,ca,35,6-3,206,R,-,15,"May 16, 1985",6.25,190.5,2021,https://www.hockey-reference.com/players/p/perryco01.html
26,Jeff Petry,Montreal Canadiens,MTL,2020-21,D,us,33,6-3,201,R,-,10,"December 9, 1987",6.25,190.5,2021,https://www.hockey-reference.com/players/p/petryje01.html
31,Carey Price,Montreal Canadiens,MTL,2020-21,G,ca,33,6-3,217,L,L,13,"August 16, 1987",6.25,190.5,2021,https://www.hockey-reference.com/players/p/priceca01.html
30,Cayden Primeau,Montreal Canadiens,MTL,2020-21,G,us,21,,NA,-,L,1,"August 11, 1999",NA,NA,2021,https://www.hockey-reference.com/players/p/primeca01.html
27,Alexander Romanov,Montreal Canadiens,MTL,2020-21,D,ru,21,5-11,185,L,-,0,"January 6, 2000",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/r/romanal01.html
21,Eric Staal,Montreal Canadiens,MTL,2020-21,C,ca,36,6-4,207,L,-,16,"October 29, 1984",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/staaler01.html
14,Nick Suzuki,Montreal Canadiens,MTL,2020-21,C,ca,21,5-11,201,R,-,1,"August 10, 1999",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/suzukni01.html
90,Tomas Tatar,Montreal Canadiens,MTL,2020-21,LW,cs,30,5-10,173,L,-,9,"December 1, 1990",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/t/tatarto01.html
73,Tyler Toffoli,Montreal Canadiens,MTL,2020-21,C,ca,28,6-0,198,R,-,8,"April 24, 1992",6,182.88,2021,https://www.hockey-reference.com/players/t/toffoty01.html
6,Shea Weber,Montreal Canadiens,MTL,2020-21,D,ca,35,6-4,230,R,-,15,"August 14, 1985",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/w/webersh01.html
56,Jesse Ylönen,Montreal Canadiens,MTL,2020-21,RW,us,21,6-0,167,R,-,0,"October 3, 1999",6,182.88,2021,https://www.hockey-reference.com/players/y/yloneje01.html
88,Kevin Bahl,New Jersey Devils,NJD,2020-21,D,ca,20,6-6,230,L,-,0,"June 27, 2000",6.5,198.12,2021,https://www.hockey-reference.com/players/b/bahlke01.html
14,Nathan Bastian,New Jersey Devils,NJD,2020-21,RW,ca,23,6-4,205,R,-,1,"December 6, 1997",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/b/bastina01.html
29,Mackenzie Blackwood,New Jersey Devils,NJD,2020-21,G,ca,24,6-4,225,-,L,2,"December 9, 1996",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/b/blackma01.html
90,Jesper Boqvist,New Jersey Devils,NJD,2020-21,C,se,22,6-0,180,L,-,1,"October 30, 1998",6,182.88,2021,https://www.hockey-reference.com/players/b/boqvije01.html
63,Jesper Bratt,New Jersey Devils,NJD,2020-21,W,se,22,5-10,175,L,-,3,"July 30, 1998",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/b/brattje01.html
8,Will Butcher,New Jersey Devils,NJD,2020-21,D,us,26,5-10,190,L,-,3,"January 6, 1995",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/b/butchwi01.html
5,Connor Carrick,New Jersey Devils,NJD,2020-21,D,us,26,5-11,192,R,-,6,"April 13, 1994",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/c/carrico01.html
1,Eric Comrie,New Jersey Devils,NJD,2020-21,G,ca,25,6-1,180,-,-,4,"July 6, 1995",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/comrier01.html
47,Aaron Dell,New Jersey Devils,NJD,2020-21,G,ca,31,6-0,209,-,-,4,"May 4, 1989",6,182.88,2021,https://www.hockey-reference.com/players/d/dellaa01.html
25,Nolan Foote,New Jersey Devils,NJD,2020-21,LW,us,20,6-3,196,L,-,0,"November 29, 2000",6.25,190.5,2021,https://www.hockey-reference.com/players/f/footeno01.html
42,A.J. Greer,New Jersey Devils,NJD,2020-21,LW,ca,24,6-3,210,L,-,3,"December 14, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/g/greeraj01.html
97,Nikita Gusev,New Jersey Devils,NJD,2020-21,LW,ru,28,5-9,163,R,-,1,"July 8, 1992",5.75,175.26,2021,https://www.hockey-reference.com/players/g/gusevni01.html
13,Nico Hischier,New Jersey Devils,NJD,2020-21,C,ch,22,6-1,175,L,-,3,"January 4, 1999",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/h/hischni01.html
86,Jack Hughes,New Jersey Devils,NJD,2020-21,C,us,19,5-11,175,L,-,1,"May 14, 2001",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/h/hugheja03.html
11,Andreas Johnsson,New Jersey Devils,NJD,2020-21,LW,se,26,5-10,194,L,-,3,"November 21, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/j/johnsan01.html
70,Dmitry Kulikov,New Jersey Devils,NJD,2020-21,D,su,30,6-1,204,L,-,11,"October 29, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/k/kulikdm01.html
59,Janne Kuokkanen,New Jersey Devils,NJD,2020-21,C/LW,fi,22,6-1,193,L,-,3,"May 25, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/k/kuokkja01.html
23,Mikhail Maltsev,New Jersey Devils,NJD,2020-21,LW,ru,22,6-3,198,L,-,0,"March 12, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/m/maltsmi01.html
20,Michael McLeod,New Jersey Devils,NJD,2020-21,C,ca,22,6-2,190,R,-,2,"February 3, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/mcleomi01.html
39,Nicholas Merkley,New Jersey Devils,NJD,2020-21,RW,ca,23,5-10,195,R,-,2,"May 23, 1997",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/m/merklni01.html
22,Ryan Murray,New Jersey Devils,NJD,2020-21,D,ca,27,6-1,206,L,-,7,"September 27, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/murrary01.html
21,Kyle Palmieri,New Jersey Devils,NJD,2020-21,RW,us,29,6-0,190,R,-,10,"February 1, 1991",6,182.88,2021,https://www.hockey-reference.com/players/p/palmiky01.html
28,Damon Severson,New Jersey Devils,NJD,2020-21,D,ca,26,6-2,205,R,-,6,"August 7, 1994",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/severda01.html
17,Yegor Sharangovich,New Jersey Devils,NJD,2020-21,C,by,22,6-2,196,L,-,0,"June 6, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/sharaye01.html
71,Jonas Siegenthaler,New Jersey Devils,NJD,2020-21,D,ch,23,6-2,218,L,-,2,"May 6, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/siegejo01.html
24,Ty Smith,New Jersey Devils,NJD,2020-21,D,ca,20,5-11,180,L,-,0,"March 24, 2000",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/smithty01.html
67,Marian Studenic,New Jersey Devils,NJD,2020-21,RW,sk,22,6-1,181,L,-,0,"October 28, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/studema01.html
76,P.K. Subban,New Jersey Devils,NJD,2020-21,D,ca,31,6-0,210,R,-,11,"May 13, 1989",6,182.88,2021,https://www.hockey-reference.com/players/s/subbapk01.html
7,Matt Tennyson,New Jersey Devils,NJD,2020-21,D,us,30,6-2,205,R,-,7,"April 23, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/t/tennyma01.html
12,Tyce Thompson,New Jersey Devils,NJD,2020-21,RW,us,21,6-1,175,R,-,0,"July 12, 1999",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/t/thompty01.html
45,Sami Vatanen,New Jersey Devils,NJD,2020-21,D,fi,29,5-10,185,R,-,8,"June 3, 1991",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/v/vatansa01.html
41,Scott Wedgewood,New Jersey Devils,NJD,2020-21,G,ca,28,6-2,205,-,-,2,"August 14, 1992",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/w/wedgesc01.html
2,Colton White,New Jersey Devils,NJD,2020-21,D,ca,23,6-1,187,L,-,2,"May 3, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/w/whiteco03.html
44,Miles Wood,New Jersey Devils,NJD,2020-21,LW,us,25,6-2,195,L,-,5,"September 13, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/w/woodmi01.html
37,Pavel Zacha,New Jersey Devils,NJD,2020-21,C,cz,23,6-3,210,L,-,5,"April 6, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/z/zachapa01.html
19,Travis Zajac,New Jersey Devils,NJD,2020-21,C,ca,35,6-2,185,R,-,14,"May 13, 1985",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/z/zajactr01.html
72,Frederic Allard,Nashville Predators,NSH,2020-21,D,ca,23,6-1,179,R,-,0,"December 27, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/a/allarfr01.html
33,Viktor Arvidsson,Nashville Predators,NSH,2020-21,LW,se,27,5-10,185,R,-,6,"April 8, 1993",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/a/arvidvi01.html
5,Matt Benning,Nashville Predators,NSH,2020-21,D,ca,26,6-1,203,R,-,4,"May 25, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bennima01.html
90,Mark Borowiecki,Nashville Predators,NSH,2020-21,D,ca,31,6-2,204,L,-,9,"July 12, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/b/borowma01.html
45,Alexandre Carrier,Nashville Predators,NSH,2020-21,D,ca,24,5-11,174,R,-,2,"October 8, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/c/carrial01.html
21,Nick Cousins,Nashville Predators,NSH,2020-21,C,ca,27,5-11,183,L,-,6,"June 20, 1993",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/c/cousini01.html
38,Jeremy Davies,Nashville Predators,NSH,2020-21,D,ca,24,5-11,180,-,-,0,"December 4, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/d/davieje01.html
95,Matt Duchene,Nashville Predators,NSH,2020-21,C,ca,30,5-11,195,L,-,11,"January 16, 1991",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/d/duchema01.html
14,Mattias Ekholm,Nashville Predators,NSH,2020-21,D,se,30,6-4,215,L,-,9,"May 24, 1990",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/e/ekholma01.html
4,Ryan Ellis,Nashville Predators,NSH,2020-21,D,ca,30,5-10,180,R,-,9,"January 3, 1991",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/e/ellisry01.html
57,Dante Fabbro,Nashville Predators,NSH,2020-21,D,ca,22,6-0,189,R,-,2,"June 20, 1998",6,182.88,2021,https://www.hockey-reference.com/players/f/fabbrda01.html
22,David Farrance,Nashville Predators,NSH,2020-21,D,us,21,5-11,189,L,-,0,"June 23, 1999",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/f/farrada01.html
9,Filip Forsberg,Nashville Predators,NSH,2020-21,C,se,26,6-1,205,R,-,8,"August 13, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/f/forsbfi01.html
64,Mikael Granlund,Nashville Predators,NSH,2020-21,C,fi,28,5-10,185,L,-,8,"February 26, 1992",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/g/granlmi01.html
23,Rocco Grimaldi,Nashville Predators,NSH,2020-21,C,us,27,5-6,180,R,-,6,"February 8, 1993",5.5,167.64,2021,https://www.hockey-reference.com/players/g/grimaro01.html
44,Erik Gudbranson,Nashville Predators,NSH,2020-21,D,ca,29,6-5,222,R,-,9,"January 7, 1992",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/g/gudbrer01.html
17,Ben Harpur,Nashville Predators,NSH,2020-21,D,ca,26,6-6,231,L,-,4,"January 12, 1995",6.5,198.12,2021,https://www.hockey-reference.com/players/h/harpube01.html
56,Erik Haula,Nashville Predators,NSH,2020-21,LW,fi,29,6-0,193,L,-,7,"March 23, 1991",6,182.88,2021,https://www.hockey-reference.com/players/h/haulaer01.html
19,Calle Jarnkrok,Nashville Predators,NSH,2020-21,C,se,29,5-11,186,R,-,7,"September 25, 1991",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/j/jarnkca01.html
84,Tanner Jeannot,Nashville Predators,NSH,2020-21,F,ca,23,6-2,208,L,-,0,"May 29, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/j/jeannta01.html
92,Ryan Johansen,Nashville Predators,NSH,2020-21,C,ca,28,6-3,218,R,-,9,"July 31, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/j/johanry01.html
59,Roman Josi,Nashville Predators,NSH,2020-21,D,ch,30,6-1,201,L,-,9,"June 1, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/j/josiro01.html
73,Kasimir Kaskisuo,Nashville Predators,NSH,2020-21,G,fi,27,6-2,205,-,L,1,"October 2, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kaskika01.html
11,Luke Kunin,Nashville Predators,NSH,2020-21,C,us,23,6-0,195,R,-,3,"December 4, 1997",6,182.88,2021,https://www.hockey-reference.com/players/k/kuninlu01.html
2,Tyler Lewington,Nashville Predators,NSH,2020-21,D,ca,26,6-0,194,R,-,2,"December 5, 1994",6,182.88,2021,https://www.hockey-reference.com/players/l/lewinty01.html
43,Sean Malone,Nashville Predators,NSH,2020-21,C,us,25,6-0,197,L,-,1,"April 30, 1995",6,182.88,2021,https://www.hockey-reference.com/players/m/malonse01.html
47,Michael McCarron,Nashville Predators,NSH,2020-21,RW,us,25,6-6,232,R,-,3,"March 7, 1995",6.5,198.12,2021,https://www.hockey-reference.com/players/m/mccarmi01.html
25,Mathieu Olivier,Nashville Predators,NSH,2020-21,F,us,23,6-2,210,R,-,1,"February 11, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/o/olivima01.html
16,Rem Pitlick,Nashville Predators,NSH,2020-21,C,us,23,5-11,196,L,-,1,"April 2, 1997",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/p/pitlire01.html
15,Brad Richardson,Nashville Predators,NSH,2020-21,C,ca,35,6-0,190,L,-,15,"February 4, 1985",6,182.88,2021,https://www.hockey-reference.com/players/r/richabr02.html
35,Pekka Rinne,Nashville Predators,NSH,2020-21,G,fi,38,6-5,217,-,L,14,"November 3, 1982",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/r/rinnepe01.html
74,Juuse Saros,Nashville Predators,NSH,2020-21,G,fi,25,5-11,180,-,-,5,"April 19, 1995",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/sarosju01.html
55,Luca Sbisa,Nashville Predators,NSH,2020-21,D,it,31,6-3,204,L,-,12,"January 30, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/s/sbisalu01.html
10,Colton Sissons,Nashville Predators,NSH,2020-21,C,ca,27,6-1,200,R,-,6,"November 5, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/sissoco01.html
36,Cole Smith,Nashville Predators,NSH,2020-21,F,us,25,6-3,195,L,-,0,"October 28, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/s/smithco02.html
24,Jarred Tinordi,Nashville Predators,NSH,2020-21,D,us,28,6-6,205,L,-,5,"February 20, 1992",6.5,198.12,2021,https://www.hockey-reference.com/players/t/tinorja01.html
28,Eeli Tolvanen,Nashville Predators,NSH,2020-21,RW,fi,21,5-10,191,L,-,2,"April 22, 1999",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/t/tolvaee01.html
13,Yakov Trenin,Nashville Predators,NSH,2020-21,C,ru,24,6-2,201,L,-,1,"January 13, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/t/treniya01.html
25,Sebastian Aho,New York Islanders,NYI,2020-21,D,se,24,5-11,184,L,-,1,"February 17, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/a/ahose02.html
12,Josh Bailey,New York Islanders,NYI,2020-21,C,ca,31,6-1,200,L,-,12,"October 2, 1989",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bailejo01.html
13,Mathew Barzal,New York Islanders,NYI,2020-21,C,ca,23,6-1,187,R,-,4,"May 26, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/barzama01.html
18,Anthony Beauvillier,New York Islanders,NYI,2020-21,LW,ca,23,5-11,180,L,-,4,"June 8, 1997",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/b/beauvan01.html
20,Kieffer Bellows,New York Islanders,NYI,2020-21,LW,us,22,6-1,195,L,-,1,"June 10, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/belloki01.html
53,Casey Cizikas,New York Islanders,NYI,2020-21,C,ca,29,5-11,195,L,-,9,"February 27, 1991",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/c/cizikca01.html
15,Cal Clutterbuck,New York Islanders,NYI,2020-21,RW,ca,33,6-0,212,R,-,13,"November 18, 1987",6,182.88,2021,https://www.hockey-reference.com/players/c/cluttca01.html
45,Braydon Coburn,New York Islanders,NYI,2020-21,D,ca,35,6-5,224,L,-,15,"February 27, 1985",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/c/coburbr01.html
11,Austin Czarnik,New York Islanders,NYI,2020-21,C,us,28,5-9,170,R,-,4,"December 12, 1992",5.75,175.26,2021,https://www.hockey-reference.com/players/c/czarnau01.html
28,Michael Dal Colle,New York Islanders,NYI,2020-21,LW,ca,24,6-3,195,L,-,3,"June 20, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/d/dalcomi01.html
8,Noah Dobson,New York Islanders,NYI,2020-21,D,ca,21,6-4,195,R,-,1,"January 7, 2000",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/d/dobsono01.html
7,Jordan Eberle,New York Islanders,NYI,2020-21,RW,ca,30,5-11,187,R,-,10,"May 15, 1990",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/e/eberljo01.html
4,Andy Greene,New York Islanders,NYI,2020-21,D,us,38,5-11,190,L,-,14,"October 30, 1982",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/g/greenan01.html
34,Thomas Hickey,New York Islanders,NYI,2020-21,D,ca,31,6-0,185,L,-,7,"February 8, 1989",6,182.88,2021,https://www.hockey-reference.com/players/h/hicketh01.html
32,Ross Johnston,New York Islanders,NYI,2020-21,LW,ca,26,6-5,232,L,-,4,"February 18, 1994",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/j/johnsro02.html
47,Leo Komarov,New York Islanders,NYI,2020-21,C,su,34,5-11,205,L,-,7,"January 23, 1987",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/k/komarle01.html
2,Nick Leddy,New York Islanders,NYI,2020-21,D,us,29,6-0,207,L,-,10,"March 20, 1991",6,182.88,2021,https://www.hockey-reference.com/players/l/leddyni01.html
27,Anders Lee,New York Islanders,NYI,2020-21,LW,us,30,6-3,235,L,-,8,"July 3, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/l/leean01.html
17,Matt Martin,New York Islanders,NYI,2020-21,LW,ca,31,6-3,220,L,-,11,"May 8, 1989",6.25,190.5,2021,https://www.hockey-reference.com/players/m/martima02.html
24,Scott Mayfield,New York Islanders,NYI,2020-21,D,us,28,6-5,220,R,-,6,"October 14, 1992",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/m/mayfisc01.html
29,Brock Nelson,New York Islanders,NYI,2020-21,C,us,29,6-4,210,L,-,7,"October 15, 1991",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/n/nelsobr01.html
44,Jean-Gabriel Pageau,New York Islanders,NYI,2020-21,C,ca,28,5-11,180,R,-,8,"November 11, 1992",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/p/pageaje01.html
21,Kyle Palmieri,New York Islanders,NYI,2020-21,RW,us,29,6-0,190,R,-,10,"February 1, 1991",6,182.88,2021,https://www.hockey-reference.com/players/p/palmiky01.html
3,Adam Pelech,New York Islanders,NYI,2020-21,D,ca,26,6-3,213,L,-,5,"August 16, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/p/pelecad01.html
6,Ryan Pulock,New York Islanders,NYI,2020-21,D,ca,26,6-2,220,R,-,5,"October 6, 1994",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/p/pulocry01.html
30,Ilya Sorokin,New York Islanders,NYI,2020-21,G,ru,25,6-3,195,L,-,0,"August 4, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/s/sorokil01.html
41,Dmytro Timashov,New York Islanders,NYI,2020-21,LW,ua,24,5-10,192,L,-,1,"October 1, 1996",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/t/timasdm01.html
40,Semyon Varlamov,New York Islanders,NYI,2020-21,G,su,32,6-2,210,-,L,12,"April 27, 1988",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/v/varlasi01.html
26,Oliver Wahlstrom,New York Islanders,NYI,2020-21,RW,us,20,6-2,205,R,-,1,"June 13, 2000",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/w/wahlsol01.html
14,Travis Zajac,New York Islanders,NYI,2020-21,C,ca,35,6-2,185,R,-,14,"May 13, 1985",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/z/zajactr01.html
47,Morgan Barron,New York Rangers,NYR,2020-21,C,ca,22,6-4,220,L,-,0,"December 2, 1998",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/b/barromo01.html
22,Anthony Bitetto,New York Rangers,NYR,2020-21,D,us,30,6-1,210,L,-,6,"July 15, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bitetan01.html
43,Colin Blackwell,New York Rangers,NYR,2020-21,C,us,27,5-9,190,R,-,2,"March 28, 1993",5.75,175.26,2021,https://www.hockey-reference.com/players/b/blackco01.html
76,Jonny Brodzinski,New York Rangers,NYR,2020-21,C,us,27,6-1,215,R,-,4,"June 19, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/brodzjo01.html
89,Pavel Buchnevich,New York Rangers,NYR,2020-21,LW,ru,25,6-3,196,L,-,4,"April 17, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/b/buchnpa01.html
72,Filip Chytil,New York Rangers,NYR,2020-21,C,cz,21,6-2,206,L,-,3,"September 5, 1999",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/c/chytifi01.html
77,Anthony DeAngelo,New York Rangers,NYR,2020-21,D,us,25,5-11,180,R,-,4,"October 24, 1995",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/d/deangan01.html
33,Phillip Di Giuseppe,New York Rangers,NYR,2020-21,LW,ca,27,6-0,193,L,-,5,"October 9, 1993",6,182.88,2021,https://www.hockey-reference.com/players/d/digiuph01.html
23,Adam Fox,New York Rangers,NYR,2020-21,D,us,22,,NA,R,-,1,"February 17, 1998",NA,NA,2021,https://www.hockey-reference.com/players/f/foxad01.html
12,Julien Gauthier,New York Rangers,NYR,2020-21,RW,ca,23,6-4,227,R,-,1,"October 15, 1997",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/g/gauthju01.html
40,Alexandar Georgiev,New York Rangers,NYR,2020-21,G,bg,24,6-1,178,-,L,3,"February 10, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/g/georgal01.html
26,Timothy Gettinger,New York Rangers,NYR,2020-21,LW,us,22,6-6,218,L,-,2,"April 14, 1998",6.5,198.12,2021,https://www.hockey-reference.com/players/g/gettiti01.html
25,Libor Hajek,New York Rangers,NYR,2020-21,D,cz,22,6-2,203,L,-,2,"February 4, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/h/hajekli01.html
21,Brett Howden,New York Rangers,NYR,2020-21,C,ca,22,6-3,200,L,-,2,"March 29, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/h/howdebr01.html
27,Jack Johnson,New York Rangers,NYR,2020-21,D,us,34,6-1,227,L,-,14,"January 13, 1987",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/j/johnsja02.html
6,Zachary Jones,New York Rangers,NYR,2020-21,D,us,20,5-11,185,L,-,0,"October 18, 2000",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/j/jonesza01.html
24,Kaapo Kakko,New York Rangers,NYR,2020-21,RW,fi,19,6-3,199,L,-,1,"February 13, 2001",6.25,190.5,2021,https://www.hockey-reference.com/players/k/kakkoka01.html
71,Keith Kinkaid,New York Rangers,NYR,2020-21,G,us,31,6-3,186,-,L,7,"July 4, 1989",6.25,190.5,2021,https://www.hockey-reference.com/players/k/kinkake01.html
74,Vitali Kravtsov,New York Rangers,NYR,2020-21,RW,ru,21,6-3,189,L,-,0,"December 23, 1999",6.25,190.5,2021,https://www.hockey-reference.com/players/k/kravtvi01.html
20,Chris Kreider,New York Rangers,NYR,2020-21,LW,us,29,6-3,217,L,-,8,"April 30, 1991",6.25,190.5,2021,https://www.hockey-reference.com/players/k/kreidch01.html
13,Alexis Lafreniere,New York Rangers,NYR,2020-21,LW,ca,19,6-2,193,L,-,0,"October 11, 2001",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/l/lafreal01.html
48,Brendan Lemieux,New York Rangers,NYR,2020-21,LW,us,24,6-1,215,L,-,3,"March 15, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/l/lemiebr01.html
55,Ryan Lindgren,New York Rangers,NYR,2020-21,D,us,22,6-0,191,L,-,2,"February 11, 1998",6,182.88,2021,https://www.hockey-reference.com/players/l/lindgry01.html
79,K'Andre Miller,New York Rangers,NYR,2020-21,D,us,21,6-5,210,L,-,0,"January 21, 2000",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/m/milleka01.html
10,Artemi Panarin,New York Rangers,NYR,2020-21,LW,su,29,5-11,170,R,-,5,"October 30, 1991",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/p/panarar01.html
51,Tarmo Reunanen,New York Rangers,NYR,2020-21,D,fi,22,6-0,185,L,-,0,"March 1, 1998",6,182.88,2021,https://www.hockey-reference.com/players/r/reunata01.html
90,Justin Richards,New York Rangers,NYR,2020-21,F,us,22,5-11,190,R,-,0,"March 17, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/r/richaju01.html
17,Kevin Rooney,New York Rangers,NYR,2020-21,C,us,27,6-2,190,L,-,4,"May 21, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/r/rooneke01.html
31,Igor Shesterkin,New York Rangers,NYR,2020-21,G,ru,25,6-2,182,L,-,1,"December 30, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/shestig01.html
42,Brendan Smith,New York Rangers,NYR,2020-21,D,ca,31,6-2,200,L,-,9,"February 8, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/smithbr05.html
16,Ryan Strome,New York Rangers,NYR,2020-21,C,ca,27,6-1,193,R,-,7,"July 11, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/stromry01.html
8,Jacob Trouba,New York Rangers,NYR,2020-21,D,us,26,6-3,209,R,-,7,"February 26, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/t/troubja01.html
